
Room Setting Templates: default, cc-inside, cc-outside, cl-darksun, cl-pitchblack, dm-conflux, dm-itterator, dm-leg, dm-underhang, dm-wall, ds-inside, gw-inside, gw-outside, hi-inside, hi-outside, hr-end, hr-hell, hr-hellnew, hr-hellupper, lc-inside, lc-outside, lc-tower, lf-farms, lf-underground, lm-fog, lm-itterator, lm-leg, lm-sewer, lm-wall, ms-aerie, ms-array, ms-artery, ms-comp, ms-deep, ms-mech, ms-sewers, ms-surface, ms-vents, oe-cave, oe-ruins, oe-ruinsinside, oe-swamp, rm-amnesia, rm-corrupt, rm-dead, rm-linear, rm-lympathic, sb-subway, sh-darksun, sh-pitchblack, si-inside, si-outside, sl-fog, sl-sewer, ss-corrupt, su-inside, su-outside, ug-inside, uw-leg, uw-underhang, uw-wall, vs-filter, vs-pipes, vs-sewer, vs-surface, warc-cistern, warc-glassfields, warc-roottunnels, wbla-badlandssurface, wdsr-rot, wgwr-rot, whir-rot, wpta-spireinside, wpta-spireoutside, wrra-inside, wrra-insideship, wrra-outside, wrra-outsideship, wskb-inside, wskb-outside, wskc-inside, wskc-outside, wskd-inside, wskd-outside, wssr-calcified, wsur-rot, wtda-desert, wtdb-tract, wvwa-pillars, wvwa-waterways
Subregion: Outskirts
Room_Attr: 100K_SH_thenotsogoodgamer_1: GreenLizard-Forbidden,BlackLizard-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,LanternMouse-Avoid,MirosBird-Forbidden,SmallNeedleWorm-Like,BigNeedleWorm-Like,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SH_wonk_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,BlackLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,LanternMouse-Forbidden,BigSpider-Forbidden,SpitterSpider-Forbidden,MirosBird-Stay,BrotherLongLegs-Avoid,DaddyLongLegs-Avoid,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Avoid,TerrorLongLegs-Avoid,MotherSpider-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SH_zenodos_1: GreenLizard-Forbidden,BlackLizard-Like,Vulture-Forbidden,KingVulture-Forbidden,LanternMouse-Avoid,MirosBird-Forbidden,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_anubisrah_1: GreenLizard-Forbidden,YellowLizard-Avoid,Scavenger-Forbidden,MirosBird-Forbidden,SmallNeedleWorm-Like,BigNeedleWorm-Like,BigEel-Forbidden,Deer-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_bismuthnebula_1: PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,YellowLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,Scavenger-Forbidden,MirosBird-Forbidden,SmallNeedleWorm-Like,BigNeedleWorm-Like,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_echidna1_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,YellowLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,CicadaA-Avoid,CicadaB-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_ethanwantsfood_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,BlackLizard-Forbidden,YellowLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,CicadaA-Forbidden,CicadaB-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_gabkai11_1: GreenLizard-Forbidden,YellowLizard-Like,Scavenger-Forbidden,MirosBird-Forbidden,SmallNeedleWorm-Like,BigNeedleWorm-Like,BigEel-Forbidden,Deer-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_haysen_1: PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,YellowLizard-Forbidden,CyanLizard-Avoid,RedLizard-Avoid,Scavenger-Forbidden,Vulture-Avoid,KingVulture-Avoid,MirosBird-Forbidden,DropBug-Avoid,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_iyonkoi_1: GreenLizard-Avoid,YellowLizard-Like,CicadaA-Forbidden,CicadaB-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_katolato_1: GreenLizard-Avoid,YellowLizard-Like,CicadaA-Avoid,CicadaB-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_novatheskeledragon_1: PinkLizard-Like,BlueLizard-Like,WhiteLizard-Like,YellowLizard-Like,CyanLizard-Like,RedLizard-Like,Scavenger-Forbidden,MirosBird-Forbidden,DropBug-Avoid,SmallNeedleWorm-Like,BigNeedleWorm-Like,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Like,ZoopLizard-Like,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_randomerosion_1: CicadaA-Avoid,CicadaB-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Avoid,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_randomerosion_2: YellowLizard-Like,Scavenger-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_randomerosion_3: GreenLizard-Avoid,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,YellowLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,Scavenger-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_sniffledorf_1: PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,YellowLizard-Forbidden,CyanLizard-Avoid,RedLizard-Avoid,CicadaA-Avoid,CicadaB-Avoid,Scavenger-Forbidden,Vulture-Avoid,KingVulture-Avoid,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_walekks_1: GreenLizard-Forbidden,Scavenger-Forbidden,MirosBird-Forbidden,SmallNeedleWorm-Like,BigNeedleWorm-Like,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SI_zarquon_1: PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,YellowLizard-Forbidden,CyanLizard-Avoid,RedLizard-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Avoid,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SL_alduris_1: GreenLizard-Avoid,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,BlackLizard-Forbidden,CyanLizard-Avoid,RedLizard-Avoid,Salamander-Like,Snail-Like,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,LanternMouse-Forbidden,BigSpider-Forbidden,SpitterSpider-Forbidden,MirosBird-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,MotherSpider-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SL_aprilistheworstmonth_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Salamander-Like,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,JetFish-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,AquaCenti-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SL_haysen_1: Salamander-Stay,Snail-Avoid,Scavenger-Forbidden,MirosBird-Forbidden,JetFish-Stay,BigEel-Stay,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SL_kebasnaek_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Avoid,KingVulture-Avoid,MirosBird-Forbidden,BrotherLongLegs-Avoid,DaddyLongLegs-Avoid,JetFish-Avoid,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,AquaCenti-Avoid,HunterDaddy-Avoid,TerrorLongLegs-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SL_lwrcsv_1: PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,Salamander-Avoid,Snail-Like,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,JetFish-Avoid,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,AquaCenti-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SL_memorycrypts_1: GreenLizard-Forbidden,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,Salamander-Avoid,Snail-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Avoid,DaddyLongLegs-Avoid,JetFish-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,AquaCenti-Forbidden,HunterDaddy-Avoid,TerrorLongLegs-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SL_nimble102_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Salamander-Avoid,Snail-Like,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,JetFish-Avoid,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,AquaCenti-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SS_damoonlord_1: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SS_damoonlord_2: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SS_dietpebsi_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SS_dietpebsi_2: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SS_dietpebsi_3: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SS_flanace_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,BlackLizard-Forbidden,YellowLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,DropBug-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SS_flanace_2: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,DropBug-Forbidden,BigEel-Forbidden,Deer-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SS_lwrcsv_1: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SS_novatheskeledragon_1: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SS_tronsx_1: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SS_zar4za_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,YellowLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Like,DaddyLongLegs-Like,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Like,TerrorLongLegs-Like,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_alduris_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_alduris_2: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,CicadaA-Forbidden,CicadaB-Forbidden,Scavenger-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_alduris_3: CicadaA-Forbidden,CicadaB-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_alicepigeon_1: GreenLizard-Avoid,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,BlackLizard-Avoid,YellowLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,CicadaA-Forbidden,CicadaB-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Avoid,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_ariesclient_1: GreenLizard-Forbidden,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_cocoaraptor_1: GreenLizard-Like,PinkLizard-Like,BlueLizard-Like,WhiteLizard-Like,BlackLizard-Like,YellowLizard-Like,CyanLizard-Like,RedLizard-Like,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Like,ZoopLizard-Like,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_crafterz_1: GreenLizard-Like,PinkLizard-Like,BlueLizard-Like,WhiteLizard-Like,CyanLizard-Like,RedLizard-Like,Scavenger-Forbidden,Vulture-Avoid,KingVulture-Avoid,MirosBird-Forbidden,DropBug-Like,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Like,ZoopLizard-Like,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_damoonlord_1: Scavenger-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_flanace_1: GreenLizard-Forbidden,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,Salamander-Forbidden,Snail-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,Barnacle-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_gogurtyuri_1: GreenLizard-Forbidden,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_kizorke_1: GreenLizard-Avoid,PinkLizard-Like,BlueLizard-Like,WhiteLizard-Like,CyanLizard-Like,RedLizard-Like,CicadaA-Avoid,CicadaB-Avoid,Scavenger-Forbidden,Vulture-Avoid,KingVulture-Avoid,MirosBird-Forbidden,DropBug-Like,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Like,ZoopLizard-Like,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_lunatav_1: CicadaA-Forbidden,CicadaB-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_lwrcsv_1: GreenLizard-Forbidden,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,CicadaA-Forbidden,CicadaB-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_memorycrypts_1: GreenLizard-Avoid,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Avoid,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_solaristheworstcatever_1: GreenLizard-Forbidden,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,CicadaA-Like,CicadaB-Like,Scavenger-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SU_tapok109_1: Scavenger-Forbidden,Vulture-Avoid,KingVulture-Avoid,MirosBird-Forbidden,DropBug-Avoid,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
